Country,City,Title,Price,Cleanliness,Accuracy,Check-in,Communication,Value,Bathroom,Bedroom and laundry,Entertainment,Heating and cooling,Privacy and safety,Internet and office,Kitchen and dining,Parking and facilities,Services
Sweden,Malmö,Mobilia Calm Charm,585,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton Hemtex linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","Ethernet connection, 55 inch HDTV with Netflix","Air conditioning, Portable fans, Central heating, Radiant heating",0,Wifi,"Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Dishwasher, Stove, Hot water kettle, Coffee maker, Wine glasses, Toaster, Trash compactor, Kitchenette
Space where guests can heat up and refrigerate food, Dining table, Coffee","Free street parking, Gym nearby, Single level home
No stairs in home","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Sweden,Malmö,Cozy apartment by the park,316,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Bidet, Hot water, Shower gel","Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage","Sound system, Books and reading material","Portable fans, Radiant heating",Smoke alarm,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Dishwasher, Induction stove, Oven, Hot water kettle, Coffee maker: drip coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Rice maker, Trash compactor, Dining table",Paid street parking off premises,"Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Sweden,Malmö,Guest house in Sibbarp with a patio,410,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Bed linens
Cotton linens, Clothing storage: dresser",TV with Chromecast,"AC - split type ductless system, Heating - split type ductless system",0,"Fast wifi – 93 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices.","Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Induction stove, Hot water kettle, Wine glasses, Kitchenette
Space where guests can heat up and refrigerate food, Dining table","Free parking on premises, Free street parking, Single level home
No stairs in home","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Smart lock"
Sweden,Malmö,Casa di Camilla,368,,,,,,"Bathtub, Hair dryer, Cleaning products, Hot water","Washer, Dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing","Ethernet connection, TV, Record player, Sound system, Game console, Exercise equipment, Books and reading material","Portable fans, Heating","Smoke alarm, Fire extinguisher, First aid kit","Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee","Free parking on premises, Gym, Paid parking off premises","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Sweden,Malmö,My home,336,,,8/24/2025,,,0,Washer,TV,0,0,Wifi,"Kitchen
Space where guests can cook their own meals",Paid parking on premises,"Pets allowed
Assistance animals are always allowed, Smoking allowed"
Sweden,Malmö,Nice apartment in Malmö,770,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","55 inch HDTV with standard cable, Chromecast, Netflix, Books and reading material",Radiant heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Single oven, Hot water kettle, Coffee maker: drip coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee",0,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Sweden,Malmö,Cozy room available,343,,,,,,"Hair dryer, Cleaning products, Shampoo, Isana conditioner, Isana body soap, Hot water, Shower gel","Washer, Free dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: walk-in closet","TV, Books and reading material",Central heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Coffee maker: espresso machine, Wine glasses, Toaster, Blender, Trash compactor, Dining table, Coffee",0,"Pets allowed
Assistance animals are always allowed, Host greets you"
Sweden,Malmö,Mimmis Guesthouse!,419,,,9/6/2025,,,Hair dryer,"Washer, Dryer, Hangers, Room-darkening shades, Iron",TV with standard cable,"Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Coffee maker","Free parking on premises, Gym","Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Sweden,Malmö,Light Haven Guesthouse,491,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","Ethernet connection, HDTV with Chromecast","AC - split type ductless system, Heating",0,"Wifi, Dedicated workspace
In a common space with a monitor","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Stove, Oven, Hot water kettle, Coffee maker: drip coffee maker, Wine glasses, Baking sheet, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table, Coffee","Free street parking, Single level home
No stairs in home","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Cleaning available during stay"
Sweden,Uppsala,"Attic, 4",778,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water","Free washer – In building, Free dryer – In building, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser","65 inch HDTV, Jbl Bluetooth sound system, Books and reading material","Indoor fireplace: electric, Portable fans, Radiant heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Electrolux refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Electrolux electric stove, Cylida oven, Hot water kettle, Coffee maker: drip coffee maker, french press, Wine glasses, Toaster, Baking sheet, Blender, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table, Coffee","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, EV charger
Guests can charge their electric vehicles on the property, Paid street parking off premises, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Sweden,Uppsala,"Private, nice accommodation with its own entrance (central).",596,,,,,,"Hair dryer, Cleaning products, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser","65 inch HDTV with Apple TV, Harman Kardon Bluetooth sound system",Central heating,0,"Fast wifi – 104 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace
In a common space with a monitor","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Electrolux stainless steel induction stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Dining table","Private sauna, Paid street parking off premises","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Housekeeping - available at extra cost, Host greets you"
Sweden,Uppsala,Cozy apartment with a patio in beautiful Luthagen,514,,,,,,"Hair dryer, Shampoo, Conditioner, Body soap, Hot water","Washer, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage","TV, Sound system","Portable fans, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Dishwasher, Stove, Oven, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee","Paid parking off premises, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Sweden,Uppsala,Peaceful beach house by Lake Mälaren,697,,,8/27/2025,,,"Body soap, Hot water","Washer, Hangers, Bed linens
Cotton linens, Drying rack for clothing",Books and reading material,"Indoor fireplace, Portable fans, Radiant heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Stove, Oven, Hot water kettle, Wine glasses, Dining table",Free parking on premises,Host greets you
Sweden,Uppsala,Small cozy guesthouse near lake.,349,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Drying rack for clothing, Mosquito net, Clothing storage",TV with Chromecast,"Central air conditioning, Radiant heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Induction stove, Stainless steel oven, Hot water kettle, Coffee maker: drip coffee maker, Wine glasses, Toaster, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table","Free driveway parking on premises, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Sweden,Uppsala,Ramhäll-an idyll in the countryside,391,,,8/22/2025,,,"Hair dryer, Cleaning products, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Clothing storage: walk-in closet and dresser",TV,Heating,0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Dining table, Coffee",Free parking on premises,Host greets you
Sweden,Uppsala,Charming park living premium,975,,,,,,"Shampoo, Hot water","Washer, Hangers, Bed linens, Clothing storage: closet",TV,"Indoor fireplace, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Dining table","Free parking on premises, Paid parking lot off premises","Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code"
Sweden,Uppsala,Exclusive accommodation in villa in central Uppsala.,1190,,,,,,"Hair dryer, Cleaning products, Hot water","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser","55 inch HDTV with Chromecast, premium cable","Indoor fireplace, Central heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Induction stove, Stainless steel double oven, Hot water kettle, Coffee maker: drip coffee maker, Nespresso, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee",Free parking on premises,"Self check-in, Smart lock"
